Date,Year,Daily Mean PM2.5 Concentration,UNITS,SITE_LATITUDE,SITE_LONGITUDE
09/10/2009,2009,3.7,ug/m3 LC,40.816,-73.902
09/11/2009,2009,1,ug/m3 LC,40.816,-73.902
09/12/2009,2009,2.1,ug/m3 LC,40.816,-73.902
09/13/2009,2009,4.7,ug/m3 LC,40.816,-73.902
09/14/2009,2009,5.4,ug/m3 LC,40.816,-73.902
09/15/2009,2009,9.2,ug/m3 LC,40.816,-73.902
09/16/2009,2009,5.1,ug/m3 LC,40.816,-73.902
09/17/2009,2009,3.3,ug/m3 LC,40.816,-73.902
09/18/2009,2009,10.1,ug/m3 LC,40.816,-73.902
09/19/2009,2009,2.2,ug/m3 LC,40.816,-73.902
09/20/2009,2009,7.1,ug/m3 LC,40.816,-73.902
09/21/2009,2009,8.4,ug/m3 LC,40.816,-73.902
09/22/2009,2009,4.4,ug/m3 LC,40.816,-73.902
09/23/2009,2009,10.8,ug/m3 LC,40.816,-73.902
09/24/2009,2009,6.4,ug/m3 LC,40.816,-73.902
09/25/2009,2009,2.3,ug/m3 LC,40.816,-73.902
09/26/2009,2009,2.2,ug/m3 LC,40.816,-73.902
09/27/2009,2009,1.8,ug/m3 LC,40.816,-73.902
09/28/2009,2009,9.5,ug/m3 LC,40.816,-73.902
09/29/2009,2009,6.2,ug/m3 LC,40.816,-73.902
09/30/2009,2009,1.7,ug/m3 LC,40.816,-73.902
10/02/2009,2009,11.8,ug/m3 LC,40.816,-73.902
10/03/2009,2009,10.4,ug/m3 LC,40.816,-73.902
10/04/2009,2009,11.2,ug/m3 LC,40.816,-73.902
10/05/2009,2009,3.7,ug/m3 LC,40.816,-73.902
10/06/2009,2009,4.6,ug/m3 LC,40.816,-73.902
10/07/2009,2009,4.5,ug/m3 LC,40.816,-73.902
10/08/2009,2009,3.7,ug/m3 LC,40.816,-73.902
10/09/2009,2009,13.5,ug/m3 LC,40.816,-73.902
10/10/2009,2009,7,ug/m3 LC,40.816,-73.902
10/11/2009,2009,7.5,ug/m3 LC,40.816,-73.902
10/12/2009,2009,5.1,ug/m3 LC,40.816,-73.902
10/13/2009,2009,9.8,ug/m3 LC,40.816,-73.902
10/14/2009,2009,4.8,ug/m3 LC,40.816,-73.902
10/15/2009,2009,3.7,ug/m3 LC,40.816,-73.902
10/16/2009,2009,4.8,ug/m3 LC,40.816,-73.902
10/17/2009,2009,5.4,ug/m3 LC,40.816,-73.902
10/18/2009,2009,5,ug/m3 LC,40.816,-73.902
10/19/2009,2009,9.3,ug/m3 LC,40.816,-73.902
10/20/2009,2009,15,ug/m3 LC,40.816,-73.902
10/21/2009,2009,29.5,ug/m3 LC,40.816,-73.902
10/22/2009,2009,21,ug/m3 LC,40.816,-73.902
10/23/2009,2009,6.2,ug/m3 LC,40.816,-73.902
10/24/2009,2009,7.4,ug/m3 LC,40.816,-73.902
10/25/2009,2009,4.3,ug/m3 LC,40.816,-73.902
10/26/2009,2009,7.5,ug/m3 LC,40.816,-73.902
10/27/2009,2009,6.9,ug/m3 LC,40.816,-73.902
10/28/2009,2009,3.3,ug/m3 LC,40.816,-73.902
10/29/2009,2009,9.1,ug/m3 LC,40.816,-73.902
10/30/2009,2009,7.9,ug/m3 LC,40.816,-73.902
10/31/2009,2009,6.5,ug/m3 LC,40.816,-73.902
11/01/2009,2009,4.9,ug/m3 LC,40.816,-73.902
11/04/2009,2009,6.5,ug/m3 LC,40.816,-73.902
11/05/2009,2009,9.7,ug/m3 LC,40.816,-73.902
11/06/2009,2009,6,ug/m3 LC,40.816,-73.902
11/07/2009,2009,9.2,ug/m3 LC,40.816,-73.902
11/08/2009,2009,23.4,ug/m3 LC,40.816,-73.902
11/09/2009,2009,48.3,ug/m3 LC,40.816,-73.902
11/10/2009,2009,29.2,ug/m3 LC,40.816,-73.902
11/11/2009,2009,5.9,ug/m3 LC,40.816,-73.902
11/12/2009,2009,4,ug/m3 LC,40.816,-73.902
11/13/2009,2009,6.6,ug/m3 LC,40.816,-73.902
11/14/2009,2009,7.1,ug/m3 LC,40.816,-73.902
11/15/2009,2009,9.5,ug/m3 LC,40.816,-73.902
11/16/2009,2009,9.4,ug/m3 LC,40.816,-73.902
11/17/2009,2009,9,ug/m3 LC,40.816,-73.902
11/18/2009,2009,9.7,ug/m3 LC,40.816,-73.902
11/19/2009,2009,10.4,ug/m3 LC,40.816,-73.902
11/20/2009,2009,7.6,ug/m3 LC,40.816,-73.902
11/21/2009,2009,11.4,ug/m3 LC,40.816,-73.902
11/22/2009,2009,12.8,ug/m3 LC,40.816,-73.902
11/23/2009,2009,9.1,ug/m3 LC,40.816,-73.902
11/24/2009,2009,7.3,ug/m3 LC,40.816,-73.902
11/25/2009,2009,8.7,ug/m3 LC,40.816,-73.902
11/26/2009,2009,8.8,ug/m3 LC,40.816,-73.902
11/27/2009,2009,7.4,ug/m3 LC,40.816,-73.902
11/28/2009,2009,7.6,ug/m3 LC,40.816,-73.902
11/29/2009,2009,14.9,ug/m3 LC,40.816,-73.902
11/30/2009,2009,11.6,ug/m3 LC,40.816,-73.902
12/01/2009,2009,10.9,ug/m3 LC,40.816,-73.902
12/02/2009,2009,16.4,ug/m3 LC,40.816,-73.902
12/03/2009,2009,6,ug/m3 LC,40.816,-73.902
12/04/2009,2009,10.8,ug/m3 LC,40.816,-73.902
12/05/2009,2009,12.2,ug/m3 LC,40.816,-73.902
12/06/2009,2009,12.5,ug/m3 LC,40.816,-73.902
12/07/2009,2009,20.6,ug/m3 LC,40.816,-73.902
12/08/2009,2009,15.3,ug/m3 LC,40.816,-73.902
12/09/2009,2009,10.3,ug/m3 LC,40.816,-73.902
12/10/2009,2009,10,ug/m3 LC,40.816,-73.902
12/11/2009,2009,11,ug/m3 LC,40.816,-73.902
12/12/2009,2009,12.6,ug/m3 LC,40.816,-73.902
12/13/2009,2009,14.1,ug/m3 LC,40.816,-73.902
12/14/2009,2009,12.2,ug/m3 LC,40.816,-73.902
12/15/2009,2009,14,ug/m3 LC,40.816,-73.902
12/16/2009,2009,8.4,ug/m3 LC,40.816,-73.902
12/17/2009,2009,7.8,ug/m3 LC,40.816,-73.902
12/18/2009,2009,9.6,ug/m3 LC,40.816,-73.902
12/19/2009,2009,8.8,ug/m3 LC,40.816,-73.902
12/20/2009,2009,10.7,ug/m3 LC,40.816,-73.902
12/21/2009,2009,9.4,ug/m3 LC,40.816,-73.902
12/22/2009,2009,9.8,ug/m3 LC,40.816,-73.902
12/23/2009,2009,8.7,ug/m3 LC,40.816,-73.902
12/24/2009,2009,14.5,ug/m3 LC,40.816,-73.902
12/25/2009,2009,13.9,ug/m3 LC,40.816,-73.902
12/26/2009,2009,7.8,ug/m3 LC,40.816,-73.902
12/27/2009,2009,8.1,ug/m3 LC,40.816,-73.902
12/28/2009,2009,12.1,ug/m3 LC,40.816,-73.902
12/29/2009,2009,10.3,ug/m3 LC,40.816,-73.902
12/30/2009,2009,10.7,ug/m3 LC,40.816,-73.902
12/31/2009,2009,19.4,ug/m3 LC,40.816,-73.902
01/01/2010,2010,26.2,ug/m3 LC,40.816,-73.902
01/02/2010,2010,6.3,ug/m3 LC,40.816,-73.902
01/03/2010,2010,6.8,ug/m3 LC,40.816,-73.902
01/04/2010,2010,6.8,ug/m3 LC,40.816,-73.902
01/05/2010,2010,7.1,ug/m3 LC,40.816,-73.902
01/06/2010,2010,6.3,ug/m3 LC,40.816,-73.902
01/07/2010,2010,6.9,ug/m3 LC,40.816,-73.902
01/08/2010,2010,12.3,ug/m3 LC,40.816,-73.902
01/09/2010,2010,6.1,ug/m3 LC,40.816,-73.902
01/10/2010,2010,7.8,ug/m3 LC,40.816,-73.902
01/11/2010,2010,14.4,ug/m3 LC,40.816,-73.902
01/12/2010,2010,12.8,ug/m3 LC,40.816,-73.902
01/13/2010,2010,13,ug/m3 LC,40.816,-73.902
01/14/2010,2010,33.1,ug/m3 LC,40.816,-73.902
01/15/2010,2010,21.6,ug/m3 LC,40.816,-73.902
01/16/2010,2010,15.1,ug/m3 LC,40.816,-73.902
01/17/2010,2010,20.4,ug/m3 LC,40.816,-73.902
01/18/2010,2010,5.8,ug/m3 LC,40.816,-73.902
01/19/2010,2010,25.4,ug/m3 LC,40.816,-73.902
01/20/2010,2010,11.7,ug/m3 LC,40.816,-73.902
01/21/2010,2010,14.7,ug/m3 LC,40.816,-73.902
01/22/2010,2010,11.8,ug/m3 LC,40.816,-73.902
01/23/2010,2010,14,ug/m3 LC,40.816,-73.902
01/24/2010,2010,14.3,ug/m3 LC,40.816,-73.902
01/25/2010,2010,5.9,ug/m3 LC,40.816,-73.902
01/26/2010,2010,7.9,ug/m3 LC,40.816,-73.902
01/27/2010,2010,10.8,ug/m3 LC,40.816,-73.902
01/28/2010,2010,16.1,ug/m3 LC,40.816,-73.902
01/29/2010,2010,5.5,ug/m3 LC,40.816,-73.902
01/30/2010,2010,7,ug/m3 LC,40.816,-73.902
01/31/2010,2010,11.9,ug/m3 LC,40.816,-73.902
02/01/2010,2010,17,ug/m3 LC,40.816,-73.902
02/02/2010,2010,15,ug/m3 LC,40.816,-73.902
02/03/2010,2010,23.2,ug/m3 LC,40.816,-73.902
02/04/2010,2010,8.4,ug/m3 LC,40.816,-73.902
02/05/2010,2010,14,ug/m3 LC,40.816,-73.902
02/06/2010,2010,7.5,ug/m3 LC,40.816,-73.902
02/07/2010,2010,6.3,ug/m3 LC,40.816,-73.902
02/09/2010,2010,12.5,ug/m3 LC,40.816,-73.902
02/10/2010,2010,12,ug/m3 LC,40.816,-73.902
02/11/2010,2010,6.5,ug/m3 LC,40.816,-73.902
02/12/2010,2010,10.2,ug/m3 LC,40.816,-73.902
02/13/2010,2010,10.2,ug/m3 LC,40.816,-73.902
02/14/2010,2010,5.9,ug/m3 LC,40.816,-73.902
02/15/2010,2010,13.6,ug/m3 LC,40.816,-73.902
02/16/2010,2010,16.1,ug/m3 LC,40.816,-73.902
02/17/2010,2010,10.1,ug/m3 LC,40.816,-73.902
02/18/2010,2010,4.9,ug/m3 LC,40.816,-73.902
02/19/2010,2010,4.5,ug/m3 LC,40.816,-73.902
02/20/2010,2010,7.3,ug/m3 LC,40.816,-73.902
02/21/2010,2010,6.4,ug/m3 LC,40.816,-73.902
02/22/2010,2010,7.5,ug/m3 LC,40.816,-73.902
02/23/2010,2010,4.5,ug/m3 LC,40.816,-73.902
02/24/2010,2010,7.8,ug/m3 LC,40.816,-73.902
02/25/2010,2010,9.2,ug/m3 LC,40.816,-73.902
02/28/2010,2010,20.2,ug/m3 LC,40.816,-73.902
03/01/2010,2010,5.3,ug/m3 LC,40.816,-73.902
03/02/2010,2010,8.1,ug/m3 LC,40.816,-73.902
03/03/2010,2010,5.7,ug/m3 LC,40.816,-73.902
03/04/2010,2010,5,ug/m3 LC,40.816,-73.902
03/05/2010,2010,6.7,ug/m3 LC,40.816,-73.902
03/06/2010,2010,5.5,ug/m3 LC,40.816,-73.902
03/07/2010,2010,9.4,ug/m3 LC,40.816,-73.902
03/08/2010,2010,9,ug/m3 LC,40.816,-73.902
03/09/2010,2010,10.3,ug/m3 LC,40.816,-73.902
03/10/2010,2010,14.4,ug/m3 LC,40.816,-73.902
03/11/2010,2010,11.4,ug/m3 LC,40.816,-73.902
03/12/2010,2010,6.9,ug/m3 LC,40.816,-73.902
03/13/2010,2010,3.3,ug/m3 LC,40.816,-73.902
03/14/2010,2010,2.8,ug/m3 LC,40.816,-73.902
03/15/2010,2010,2.5,ug/m3 LC,40.816,-73.902
03/16/2010,2010,6.6,ug/m3 LC,40.816,-73.902
03/17/2010,2010,12.1,ug/m3 LC,40.816,-73.902
03/18/2010,2010,12.9,ug/m3 LC,40.816,-73.902
03/19/2010,2010,18,ug/m3 LC,40.816,-73.902
03/20/2010,2010,16,ug/m3 LC,40.816,-73.902
03/21/2010,2010,16.9,ug/m3 LC,40.816,-73.902
03/23/2010,2010,10,ug/m3 LC,40.816,-73.902
03/24/2010,2010,4.1,ug/m3 LC,40.816,-73.902
03/25/2010,2010,15,ug/m3 LC,40.816,-73.902
03/26/2010,2010,6,ug/m3 LC,40.816,-73.902
03/27/2010,2010,5.3,ug/m3 LC,40.816,-73.902
03/28/2010,2010,6.3,ug/m3 LC,40.816,-73.902
03/29/2010,2010,11.2,ug/m3 LC,40.816,-73.902
03/30/2010,2010,4,ug/m3 LC,40.816,-73.902
03/31/2010,2010,4,ug/m3 LC,40.816,-73.902
04/01/2010,2010,7.9,ug/m3 LC,40.816,-73.902
04/02/2010,2010,12.1,ug/m3 LC,40.816,-73.902
04/03/2010,2010,7.5,ug/m3 LC,40.816,-73.902
04/04/2010,2010,8.3,ug/m3 LC,40.816,-73.902
04/05/2010,2010,13.8,ug/m3 LC,40.816,-73.902
04/06/2010,2010,26.6,ug/m3 LC,40.816,-73.902
04/07/2010,2010,18.8,ug/m3 LC,40.816,-73.902
04/08/2010,2010,19.5,ug/m3 LC,40.816,-73.902
04/09/2010,2010,7.2,ug/m3 LC,40.816,-73.902
04/10/2010,2010,4.7,ug/m3 LC,40.816,-73.902
04/11/2010,2010,10.4,ug/m3 LC,40.816,-73.902
04/12/2010,2010,6.3,ug/m3 LC,40.816,-73.902
04/13/2010,2010,7.5,ug/m3 LC,40.816,-73.902
04/14/2010,2010,9.4,ug/m3 LC,40.816,-73.902
04/15/2010,2010,8.3,ug/m3 LC,40.816,-73.902
04/16/2010,2010,8.1,ug/m3 LC,40.816,-73.902
04/17/2010,2010,9,ug/m3 LC,40.816,-73.902
04/18/2010,2010,5.8,ug/m3 LC,40.816,-73.902
04/19/2010,2010,6.1,ug/m3 LC,40.816,-73.902
04/20/2010,2010,5.5,ug/m3 LC,40.816,-73.902
04/21/2010,2010,11.4,ug/m3 LC,40.816,-73.902
04/22/2010,2010,13.8,ug/m3 LC,40.816,-73.902
04/23/2010,2010,6.5,ug/m3 LC,40.816,-73.902
04/24/2010,2010,5.7,ug/m3 LC,40.816,-73.902
04/25/2010,2010,5.7,ug/m3 LC,40.816,-73.902
04/26/2010,2010,5.8,ug/m3 LC,40.816,-73.902
04/29/2010,2010,4.5,ug/m3 LC,40.816,-73.902
04/30/2010,2010,10.9,ug/m3 LC,40.816,-73.902
05/02/2010,2010,18.9,ug/m3 LC,40.816,-73.902
05/03/2010,2010,10.2,ug/m3 LC,40.816,-73.902
05/04/2010,2010,9.5,ug/m3 LC,40.816,-73.902
05/05/2010,2010,8.7,ug/m3 LC,40.816,-73.902
05/06/2010,2010,9.4,ug/m3 LC,40.816,-73.902
05/07/2010,2010,4.8,ug/m3 LC,40.816,-73.902
05/08/2010,2010,6.7,ug/m3 LC,40.816,-73.902
05/11/2010,2010,6.3,ug/m3 LC,40.816,-73.902
05/12/2010,2010,5.8,ug/m3 LC,40.816,-73.902
05/13/2010,2010,6.9,ug/m3 LC,40.816,-73.902
05/14/2010,2010,14,ug/m3 LC,40.816,-73.902
05/15/2010,2010,5.5,ug/m3 LC,40.816,-73.902
05/16/2010,2010,4.8,ug/m3 LC,40.816,-73.902
05/17/2010,2010,8.6,ug/m3 LC,40.816,-73.902
05/18/2010,2010,5.1,ug/m3 LC,40.816,-73.902
05/19/2010,2010,3.8,ug/m3 LC,40.816,-73.902
05/20/2010,2010,7.5,ug/m3 LC,40.816,-73.902
05/21/2010,2010,15.8,ug/m3 LC,40.816,-73.902
05/22/2010,2010,9.2,ug/m3 LC,40.816,-73.902
05/23/2010,2010,7.2,ug/m3 LC,40.816,-73.902
05/24/2010,2010,13.8,ug/m3 LC,40.816,-73.902
05/25/2010,2010,10.3,ug/m3 LC,40.816,-73.902
05/26/2010,2010,13.4,ug/m3 LC,40.816,-73.902
05/27/2010,2010,9.1,ug/m3 LC,40.816,-73.902
05/28/2010,2010,7.6,ug/m3 LC,40.816,-73.902
05/29/2010,2010,10.7,ug/m3 LC,40.816,-73.902
05/30/2010,2010,9.7,ug/m3 LC,40.816,-73.902
05/31/2010,2010,19,ug/m3 LC,40.816,-73.902
06/01/2010,2010,14.3,ug/m3 LC,40.816,-73.902
06/02/2010,2010,12.1,ug/m3 LC,40.816,-73.902
06/03/2010,2010,15,ug/m3 LC,40.816,-73.902
06/04/2010,2010,16.1,ug/m3 LC,40.816,-73.902
06/05/2010,2010,18,ug/m3 LC,40.816,-73.902
06/06/2010,2010,10.8,ug/m3 LC,40.816,-73.902
06/07/2010,2010,4.8,ug/m3 LC,40.816,-73.902
06/08/2010,2010,4.3,ug/m3 LC,40.816,-73.902
06/09/2010,2010,8.7,ug/m3 LC,40.816,-73.902
06/10/2010,2010,10.4,ug/m3 LC,40.816,-73.902
06/11/2010,2010,5,ug/m3 LC,40.816,-73.902
06/12/2010,2010,11,ug/m3 LC,40.816,-73.902
06/13/2010,2010,12,ug/m3 LC,40.816,-73.902
06/14/2010,2010,18,ug/m3 LC,40.816,-73.902
06/15/2010,2010,8.8,ug/m3 LC,40.816,-73.902
06/16/2010,2010,18.3,ug/m3 LC,40.816,-73.902
01/01/2011,2011,34.9,ug/m3 LC,40.73614,-73.82153
01/02/2011,2011,14.1,ug/m3 LC,40.73614,-73.82153
01/03/2011,2011,6.7,ug/m3 LC,40.73614,-73.82153
01/04/2011,2011,17.4,ug/m3 LC,40.73614,-73.82153
01/05/2011,2011,10.5,ug/m3 LC,40.73614,-73.82153
01/06/2011,2011,15.4,ug/m3 LC,40.73614,-73.82153
01/07/2011,2011,20.5,ug/m3 LC,40.73614,-73.82153
01/08/2011,2011,20.6,ug/m3 LC,40.73614,-73.82153
01/09/2011,2011,7,ug/m3 LC,40.73614,-73.82153
01/10/2011,2011,6.5,ug/m3 LC,40.73614,-73.82153
01/11/2011,2011,9.2,ug/m3 LC,40.73614,-73.82153
01/12/2011,2011,11.2,ug/m3 LC,40.73614,-73.82153
01/13/2011,2011,3.9,ug/m3 LC,40.73614,-73.82153
01/14/2011,2011,10,ug/m3 LC,40.73614,-73.82153
01/15/2011,2011,16.9,ug/m3 LC,40.73614,-73.82153
01/16/2011,2011,10.2,ug/m3 LC,40.73614,-73.82153
01/17/2011,2011,6.9,ug/m3 LC,40.73614,-73.82153
01/18/2011,2011,8.2,ug/m3 LC,40.73614,-73.82153
01/19/2011,2011,14.8,ug/m3 LC,40.73614,-73.82153
01/20/2011,2011,8.4,ug/m3 LC,40.73614,-73.82153
01/21/2011,2011,10.5,ug/m3 LC,40.73614,-73.82153
01/22/2011,2011,10.1,ug/m3 LC,40.73614,-73.82153
01/23/2011,2011,13.6,ug/m3 LC,40.73614,-73.82153
01/24/2011,2011,14.5,ug/m3 LC,40.73614,-73.82153
01/25/2011,2011,32.3,ug/m3 LC,40.73614,-73.82153
01/26/2011,2011,25.3,ug/m3 LC,40.73614,-73.82153
01/27/2011,2011,12.5,ug/m3 LC,40.73614,-73.82153
01/28/2011,2011,26.4,ug/m3 LC,40.73614,-73.82153
01/29/2011,2011,22.4,ug/m3 LC,40.73614,-73.82153
01/30/2011,2011,21.5,ug/m3 LC,40.73614,-73.82153
01/31/2011,2011,8.2,ug/m3 LC,40.73614,-73.82153
02/01/2011,2011,11.2,ug/m3 LC,40.73614,-73.82153
02/02/2011,2011,9.5,ug/m3 LC,40.73614,-73.82153
02/03/2011,2011,6.6,ug/m3 LC,40.73614,-73.82153
02/04/2011,2011,18.1,ug/m3 LC,40.73614,-73.82153
02/05/2011,2011,17.3,ug/m3 LC,40.73614,-73.82153
02/06/2011,2011,11.5,ug/m3 LC,40.73614,-73.82153
02/07/2011,2011,23.5,ug/m3 LC,40.73614,-73.82153
02/08/2011,2011,7.6,ug/m3 LC,40.73614,-73.82153
02/09/2011,2011,10.7,ug/m3 LC,40.73614,-73.82153
02/10/2011,2011,12.1,ug/m3 LC,40.73614,-73.82153
02/11/2011,2011,17.7,ug/m3 LC,40.73614,-73.82153
02/12/2011,2011,13.9,ug/m3 LC,40.73614,-73.82153
02/13/2011,2011,10.2,ug/m3 LC,40.73614,-73.82153
02/14/2011,2011,6.3,ug/m3 LC,40.73614,-73.82153
02/15/2011,2011,3.3,ug/m3 LC,40.73614,-73.82153
02/16/2011,2011,11.3,ug/m3 LC,40.73614,-73.82153
02/17/2011,2011,24.7,ug/m3 LC,40.73614,-73.82153
02/18/2011,2011,14.7,ug/m3 LC,40.73614,-73.82153
02/19/2011,2011,2.5,ug/m3 LC,40.73614,-73.82153
02/20/2011,2011,4.7,ug/m3 LC,40.73614,-73.82153
02/21/2011,2011,6.8,ug/m3 LC,40.73614,-73.82153
02/22/2011,2011,6.8,ug/m3 LC,40.73614,-73.82153
02/23/2011,2011,9.4,ug/m3 LC,40.73614,-73.82153
02/24/2011,2011,17.5,ug/m3 LC,40.73614,-73.82153
02/25/2011,2011,6.7,ug/m3 LC,40.73614,-73.82153
02/26/2011,2011,9.2,ug/m3 LC,40.73614,-73.82153
02/27/2011,2011,10.9,ug/m3 LC,40.73614,-73.82153
02/28/2011,2011,11.6,ug/m3 LC,40.73614,-73.82153
03/01/2011,2011,5.5,ug/m3 LC,40.73614,-73.82153
03/02/2011,2011,9.2,ug/m3 LC,40.73614,-73.82153
03/03/2011,2011,5,ug/m3 LC,40.73614,-73.82153
03/04/2011,2011,6,ug/m3 LC,40.73614,-73.82153
03/05/2011,2011,4.8,ug/m3 LC,40.73614,-73.82153
03/06/2011,2011,4.1,ug/m3 LC,40.73614,-73.82153
03/07/2011,2011,3.5,ug/m3 LC,40.73614,-73.82153
03/08/2011,2011,5.5,ug/m3 LC,40.73614,-73.82153
03/09/2011,2011,6.5,ug/m3 LC,40.73614,-73.82153
03/10/2011,2011,6,ug/m3 LC,40.73614,-73.82153
03/11/2011,2011,4.4,ug/m3 LC,40.73614,-73.82153
03/12/2011,2011,8.9,ug/m3 LC,40.73614,-73.82153
03/13/2011,2011,7.8,ug/m3 LC,40.73614,-73.82153
03/14/2011,2011,4.9,ug/m3 LC,40.73614,-73.82153
03/15/2011,2011,7.3,ug/m3 LC,40.73614,-73.82153
03/16/2011,2011,6.2,ug/m3 LC,40.73614,-73.82153
03/17/2011,2011,10.2,ug/m3 LC,40.73614,-73.82153
03/18/2011,2011,10,ug/m3 LC,40.73614,-73.82153
03/19/2011,2011,4.6,ug/m3 LC,40.73614,-73.82153
03/20/2011,2011,5.3,ug/m3 LC,40.73614,-73.82153
03/21/2011,2011,9,ug/m3 LC,40.73614,-73.82153
03/22/2011,2011,5.7,ug/m3 LC,40.73614,-73.82153
03/28/2011,2011,9.5,ug/m3 LC,40.73614,-73.82153
04/14/2011,2011,4.9,ug/m3 LC,40.73614,-73.82153
04/15/2011,2011,4.3,ug/m3 LC,40.73614,-73.82153
04/16/2011,2011,4.9,ug/m3 LC,40.73614,-73.82153
04/18/2011,2011,7.5,ug/m3 LC,40.73614,-73.82153
04/19/2011,2011,10.3,ug/m3 LC,40.73614,-73.82153
04/21/2011,2011,4.7,ug/m3 LC,40.73614,-73.82153
04/22/2011,2011,3.9,ug/m3 LC,40.73614,-73.82153
04/23/2011,2011,8.6,ug/m3 LC,40.73614,-73.82153
04/24/2011,2011,14.7,ug/m3 LC,40.73614,-73.82153
04/26/2011,2011,7.6,ug/m3 LC,40.73614,-73.82153
04/27/2011,2011,4.9,ug/m3 LC,40.73614,-73.82153
04/28/2011,2011,5.6,ug/m3 LC,40.73614,-73.82153
04/30/2011,2011,4.2,ug/m3 LC,40.73614,-73.82153
05/01/2011,2011,5.1,ug/m3 LC,40.73614,-73.82153
05/02/2011,2011,5.2,ug/m3 LC,40.73614,-73.82153
05/03/2011,2011,8.5,ug/m3 LC,40.73614,-73.82153
05/04/2011,2011,4.5,ug/m3 LC,40.73614,-73.82153
05/05/2011,2011,3.2,ug/m3 LC,40.73614,-73.82153
05/06/2011,2011,9.1,ug/m3 LC,40.73614,-73.82153
05/07/2011,2011,7.7,ug/m3 LC,40.73614,-73.82153
05/08/2011,2011,6.7,ug/m3 LC,40.73614,-73.82153
05/09/2011,2011,5,ug/m3 LC,40.73614,-73.82153
05/10/2011,2011,3.5,ug/m3 LC,40.73614,-73.82153
05/11/2011,2011,3.4,ug/m3 LC,40.73614,-73.82153
05/12/2011,2011,4.6,ug/m3 LC,40.73614,-73.82153
05/13/2011,2011,4.2,ug/m3 LC,40.73614,-73.82153
05/14/2011,2011,3.7,ug/m3 LC,40.73614,-73.82153
05/15/2011,2011,9.2,ug/m3 LC,40.73614,-73.82153
05/16/2011,2011,4.9,ug/m3 LC,40.73614,-73.82153
05/17/2011,2011,2.5,ug/m3 LC,40.73614,-73.82153
05/18/2011,2011,3.2,ug/m3 LC,40.73614,-73.82153
05/19/2011,2011,7.1,ug/m3 LC,40.73614,-73.82153
05/20/2011,2011,16.5,ug/m3 LC,40.73614,-73.82153
05/21/2011,2011,13.4,ug/m3 LC,40.73614,-73.82153
05/22/2011,2011,6.2,ug/m3 LC,40.73614,-73.82153
05/23/2011,2011,6.5,ug/m3 LC,40.73614,-73.82153
05/24/2011,2011,15.7,ug/m3 LC,40.73614,-73.82153
05/25/2011,2011,8.2,ug/m3 LC,40.73614,-73.82153
05/26/2011,2011,18.4,ug/m3 LC,40.73614,-73.82153
05/27/2011,2011,17.9,ug/m3 LC,40.73614,-73.82153
05/28/2011,2011,9.1,ug/m3 LC,40.73614,-73.82153
05/29/2011,2011,10.6,ug/m3 LC,40.73614,-73.82153
05/30/2011,2011,10.9,ug/m3 LC,40.73614,-73.82153
05/31/2011,2011,13.2,ug/m3 LC,40.73614,-73.82153
06/11/2011,2011,6.2,ug/m3 LC,40.73614,-73.82153
06/12/2011,2011,5.2,ug/m3 LC,40.73614,-73.82153
06/13/2011,2011,4.8,ug/m3 LC,40.73614,-73.82153
06/14/2011,2011,3.9,ug/m3 LC,40.73614,-73.82153
06/15/2011,2011,7.9,ug/m3 LC,40.73614,-73.82153
06/16/2011,2011,12.7,ug/m3 LC,40.73614,-73.82153
06/17/2011,2011,10.2,ug/m3 LC,40.73614,-73.82153
06/18/2011,2011,17.4,ug/m3 LC,40.73614,-73.82153
06/24/2011,2011,8.5,ug/m3 LC,40.73614,-73.82153
06/25/2011,2011,12.8,ug/m3 LC,40.73614,-73.82153
06/26/2011,2011,9.1,ug/m3 LC,40.73614,-73.82153
06/28/2011,2011,16.1,ug/m3 LC,40.73614,-73.82153
06/29/2011,2011,8.6,ug/m3 LC,40.73614,-73.82153
06/30/2011,2011,8.4,ug/m3 LC,40.73614,-73.82153
07/06/2011,2011,21.6,ug/m3 LC,40.73614,-73.82153
07/07/2011,2011,20.6,ug/m3 LC,40.73614,-73.82153
07/08/2011,2011,17.6,ug/m3 LC,40.73614,-73.82153
07/09/2011,2011,10,ug/m3 LC,40.73614,-73.82153
07/10/2011,2011,7.9,ug/m3 LC,40.73614,-73.82153
07/11/2011,2011,19.2,ug/m3 LC,40.73614,-73.82153
07/12/2011,2011,12.4,ug/m3 LC,40.73614,-73.82153
07/13/2011,2011,8.1,ug/m3 LC,40.73614,-73.82153
07/14/2011,2011,4.6,ug/m3 LC,40.73614,-73.82153
07/15/2011,2011,9.2,ug/m3 LC,40.73614,-73.82153
07/16/2011,2011,12.6,ug/m3 LC,40.73614,-73.82153
07/29/2011,2011,15.5,ug/m3 LC,40.73614,-73.82153
07/30/2011,2011,6.9,ug/m3 LC,40.73614,-73.82153
07/31/2011,2011,7.4,ug/m3 LC,40.73614,-73.82153
08/01/2011,2011,15.4,ug/m3 LC,40.73614,-73.82153
08/03/2011,2011,8.1,ug/m3 LC,40.73614,-73.82153
08/04/2011,2011,6.7,ug/m3 LC,40.73614,-73.82153
08/05/2011,2011,10.4,ug/m3 LC,40.73614,-73.82153
08/06/2011,2011,5.2,ug/m3 LC,40.73614,-73.82153
08/07/2011,2011,10.6,ug/m3 LC,40.73614,-73.82153
