Date,Year,Daily Mean PM2.5 Concentration,UNITS,SITE_LATITUDE,SITE_LONGITUDE
08/08/2011,2011,13.4,ug/m3 LC,40.73614,-73.82153
08/09/2011,2011,14.3,ug/m3 LC,40.73614,-73.82153
08/10/2011,2011,11.5,ug/m3 LC,40.73614,-73.82153
08/11/2011,2011,5.2,ug/m3 LC,40.73614,-73.82153
08/12/2011,2011,5.6,ug/m3 LC,40.73614,-73.82153
08/13/2011,2011,9.3,ug/m3 LC,40.73614,-73.82153
08/14/2011,2011,8.4,ug/m3 LC,40.73614,-73.82153
08/16/2011,2011,3.3,ug/m3 LC,40.73614,-73.82153
08/17/2011,2011,26,ug/m3 LC,40.73614,-73.82153
08/18/2011,2011,9,ug/m3 LC,40.73614,-73.82153
08/19/2011,2011,11.4,ug/m3 LC,40.73614,-73.82153
08/20/2011,2011,15.3,ug/m3 LC,40.73614,-73.82153
08/21/2011,2011,13.5,ug/m3 LC,40.73614,-73.82153
08/22/2011,2011,6.8,ug/m3 LC,40.73614,-73.82153
08/23/2011,2011,5.5,ug/m3 LC,40.73614,-73.82153
08/24/2011,2011,7.4,ug/m3 LC,40.73614,-73.82153
08/25/2011,2011,9.8,ug/m3 LC,40.73614,-73.82153
08/26/2011,2011,12.6,ug/m3 LC,40.73614,-73.82153
08/27/2011,2011,7.4,ug/m3 LC,40.73614,-73.82153
08/28/2011,2011,7.9,ug/m3 LC,40.73614,-73.82153
08/29/2011,2011,8.6,ug/m3 LC,40.73614,-73.82153
08/30/2011,2011,7.2,ug/m3 LC,40.73614,-73.82153
08/31/2011,2011,9.5,ug/m3 LC,40.73614,-73.82153
09/02/2011,2011,8.8,ug/m3 LC,40.73614,-73.82153
09/03/2011,2011,10.4,ug/m3 LC,40.73614,-73.82153
09/04/2011,2011,12,ug/m3 LC,40.73614,-73.82153
09/05/2011,2011,7.5,ug/m3 LC,40.73614,-73.82153
09/06/2011,2011,2,ug/m3 LC,40.73614,-73.82153
09/07/2011,2011,1.7,ug/m3 LC,40.73614,-73.82153
09/08/2011,2011,2.6,ug/m3 LC,40.73614,-73.82153
09/09/2011,2011,4.5,ug/m3 LC,40.73614,-73.82153
09/10/2011,2011,7.4,ug/m3 LC,40.73614,-73.82153
09/11/2011,2011,5,ug/m3 LC,40.73614,-73.82153
09/12/2011,2011,13.9,ug/m3 LC,40.73614,-73.82153
09/13/2011,2011,19.5,ug/m3 LC,40.73614,-73.82153
09/14/2011,2011,20.6,ug/m3 LC,40.73614,-73.82153
09/15/2011,2011,13.4,ug/m3 LC,40.73614,-73.82153
09/16/2011,2011,2.7,ug/m3 LC,40.73614,-73.82153
09/17/2011,2011,3.9,ug/m3 LC,40.73614,-73.82153
09/18/2011,2011,3.4,ug/m3 LC,40.73614,-73.82153
09/19/2011,2011,3.6,ug/m3 LC,40.73614,-73.82153
09/20/2011,2011,7.2,ug/m3 LC,40.73614,-73.82153
09/23/2011,2011,7.1,ug/m3 LC,40.73614,-73.82153
09/24/2011,2011,7,ug/m3 LC,40.73614,-73.82153
09/25/2011,2011,10.2,ug/m3 LC,40.73614,-73.82153
09/26/2011,2011,13.1,ug/m3 LC,40.73614,-73.82153
09/27/2011,2011,7.8,ug/m3 LC,40.73614,-73.82153
09/28/2011,2011,5.5,ug/m3 LC,40.73614,-73.82153
09/29/2011,2011,7,ug/m3 LC,40.73614,-73.82153
09/30/2011,2011,11.5,ug/m3 LC,40.73614,-73.82153
10/01/2011,2011,5.7,ug/m3 LC,40.73614,-73.82153
10/02/2011,2011,2.6,ug/m3 LC,40.73614,-73.82153
10/03/2011,2011,4.1,ug/m3 LC,40.73614,-73.82153
10/04/2011,2011,4.8,ug/m3 LC,40.73614,-73.82153
10/05/2011,2011,3.9,ug/m3 LC,40.73614,-73.82153
10/06/2011,2011,4.5,ug/m3 LC,40.73614,-73.82153
10/07/2011,2011,4.8,ug/m3 LC,40.73614,-73.82153
10/09/2011,2011,15.6,ug/m3 LC,40.73614,-73.82153
10/10/2011,2011,15.5,ug/m3 LC,40.73614,-73.82153
10/12/2011,2011,4.2,ug/m3 LC,40.73614,-73.82153
10/13/2011,2011,3.1,ug/m3 LC,40.73614,-73.82153
10/14/2011,2011,4.8,ug/m3 LC,40.73614,-73.82153
10/15/2011,2011,4.7,ug/m3 LC,40.73614,-73.82153
10/16/2011,2011,4.4,ug/m3 LC,40.73614,-73.82153
10/17/2011,2011,5.8,ug/m3 LC,40.73614,-73.82153
10/18/2011,2011,9.2,ug/m3 LC,40.73614,-73.82153
10/19/2011,2011,4.7,ug/m3 LC,40.73614,-73.82153
10/20/2011,2011,4.4,ug/m3 LC,40.73614,-73.82153
10/21/2011,2011,3.3,ug/m3 LC,40.73614,-73.82153
10/22/2011,2011,5.3,ug/m3 LC,40.73614,-73.82153
10/23/2011,2011,6.6,ug/m3 LC,40.73614,-73.82153
10/24/2011,2011,12.6,ug/m3 LC,40.73614,-73.82153
10/25/2011,2011,6.6,ug/m3 LC,40.73614,-73.82153
10/26/2011,2011,12.2,ug/m3 LC,40.73614,-73.82153
10/27/2011,2011,7.9,ug/m3 LC,40.73614,-73.82153
10/28/2011,2011,4.1,ug/m3 LC,40.73614,-73.82153
10/29/2011,2011,3,ug/m3 LC,40.73614,-73.82153
10/30/2011,2011,5.4,ug/m3 LC,40.73614,-73.82153
10/31/2011,2011,13.6,ug/m3 LC,40.73614,-73.82153
11/01/2011,2011,7.3,ug/m3 LC,40.73614,-73.82153
11/02/2011,2011,16,ug/m3 LC,40.73614,-73.82153
11/03/2011,2011,16.8,ug/m3 LC,40.73614,-73.82153
11/04/2011,2011,7.6,ug/m3 LC,40.73614,-73.82153
11/05/2011,2011,6.1,ug/m3 LC,40.73614,-73.82153
11/06/2011,2011,12.1,ug/m3 LC,40.73614,-73.82153
11/07/2011,2011,14.1,ug/m3 LC,40.73614,-73.82153
11/08/2011,2011,22.5,ug/m3 LC,40.73614,-73.82153
11/09/2011,2011,17.9,ug/m3 LC,40.73614,-73.82153
11/10/2011,2011,8.4,ug/m3 LC,40.73614,-73.82153
11/11/2011,2011,4.4,ug/m3 LC,40.73614,-73.82153
11/12/2011,2011,7.8,ug/m3 LC,40.73614,-73.82153
11/13/2011,2011,11,ug/m3 LC,40.73614,-73.82153
11/14/2011,2011,10.7,ug/m3 LC,40.73614,-73.82153
11/15/2011,2011,9.5,ug/m3 LC,40.73614,-73.82153
11/16/2011,2011,9.6,ug/m3 LC,40.73614,-73.82153
11/17/2011,2011,5,ug/m3 LC,40.73614,-73.82153
11/18/2011,2011,5.5,ug/m3 LC,40.73614,-73.82153
11/19/2011,2011,7.5,ug/m3 LC,40.73614,-73.82153
11/20/2011,2011,12,ug/m3 LC,40.73614,-73.82153
11/21/2011,2011,7.5,ug/m3 LC,40.73614,-73.82153
11/22/2011,2011,5.2,ug/m3 LC,40.73614,-73.82153
11/23/2011,2011,4.3,ug/m3 LC,40.73614,-73.82153
11/24/2011,2011,5.5,ug/m3 LC,40.73614,-73.82153
11/25/2011,2011,9.3,ug/m3 LC,40.73614,-73.82153
11/26/2011,2011,13.8,ug/m3 LC,40.73614,-73.82153
11/27/2011,2011,19.2,ug/m3 LC,40.73614,-73.82153
11/28/2011,2011,6,ug/m3 LC,40.73614,-73.82153
11/29/2011,2011,3.4,ug/m3 LC,40.73614,-73.82153
11/30/2011,2011,2.7,ug/m3 LC,40.73614,-73.82153
12/01/2011,2011,4.3,ug/m3 LC,40.73614,-73.82153
12/02/2011,2011,9.5,ug/m3 LC,40.73614,-73.82153
12/03/2011,2011,7.9,ug/m3 LC,40.73614,-73.82153
12/04/2011,2011,13.4,ug/m3 LC,40.73614,-73.82153
12/05/2011,2011,14.4,ug/m3 LC,40.73614,-73.82153
12/06/2011,2011,4.7,ug/m3 LC,40.73614,-73.82153
12/07/2011,2011,6,ug/m3 LC,40.73614,-73.82153
12/08/2011,2011,5.8,ug/m3 LC,40.73614,-73.82153
12/09/2011,2011,14,ug/m3 LC,40.73614,-73.82153
12/10/2011,2011,9.3,ug/m3 LC,40.73614,-73.82153
12/11/2011,2011,11.1,ug/m3 LC,40.73614,-73.82153
12/12/2011,2011,22,ug/m3 LC,40.73614,-73.82153
12/13/2011,2011,19.8,ug/m3 LC,40.73614,-73.82153
12/14/2011,2011,17.4,ug/m3 LC,40.73614,-73.82153
12/15/2011,2011,9.8,ug/m3 LC,40.73614,-73.82153
12/16/2011,2011,5.2,ug/m3 LC,40.73614,-73.82153
12/17/2011,2011,3.7,ug/m3 LC,40.73614,-73.82153
12/18/2011,2011,5.6,ug/m3 LC,40.73614,-73.82153
12/19/2011,2011,13.6,ug/m3 LC,40.73614,-73.82153
12/20/2011,2011,8,ug/m3 LC,40.73614,-73.82153
12/21/2011,2011,9.6,ug/m3 LC,40.73614,-73.82153
12/22/2011,2011,7.1,ug/m3 LC,40.73614,-73.82153
12/23/2011,2011,4.5,ug/m3 LC,40.73614,-73.82153
12/24/2011,2011,4.6,ug/m3 LC,40.73614,-73.82153
12/25/2011,2011,9.4,ug/m3 LC,40.73614,-73.82153
12/26/2011,2011,5.9,ug/m3 LC,40.73614,-73.82153
12/27/2011,2011,5.7,ug/m3 LC,40.73614,-73.82153
12/28/2011,2011,3,ug/m3 LC,40.73614,-73.82153
12/29/2011,2011,6.1,ug/m3 LC,40.73614,-73.82153
12/30/2011,2011,13.8,ug/m3 LC,40.73614,-73.82153
12/31/2011,2011,13.3,ug/m3 LC,40.73614,-73.82153
01/01/2012,2012,10.1,ug/m3 LC,40.73614,-73.82153
01/02/2012,2012,4,ug/m3 LC,40.73614,-73.82153
01/03/2012,2012,4.3,ug/m3 LC,40.73614,-73.82153
01/04/2012,2012,9,ug/m3 LC,40.73614,-73.82153
01/05/2012,2012,14.2,ug/m3 LC,40.73614,-73.82153
01/06/2012,2012,16,ug/m3 LC,40.73614,-73.82153
01/07/2012,2012,12.4,ug/m3 LC,40.73614,-73.82153
01/08/2012,2012,3.7,ug/m3 LC,40.73614,-73.82153
01/09/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
01/10/2012,2012,14.7,ug/m3 LC,40.73614,-73.82153
01/11/2012,2012,10.4,ug/m3 LC,40.73614,-73.82153
01/12/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
01/13/2012,2012,10.5,ug/m3 LC,40.73614,-73.82153
01/14/2012,2012,7.2,ug/m3 LC,40.73614,-73.82153
01/15/2012,2012,3.3,ug/m3 LC,40.73614,-73.82153
01/16/2012,2012,6.4,ug/m3 LC,40.73614,-73.82153
01/17/2012,2012,12.1,ug/m3 LC,40.73614,-73.82153
01/18/2012,2012,4.4,ug/m3 LC,40.73614,-73.82153
01/19/2012,2012,3.7,ug/m3 LC,40.73614,-73.82153
01/20/2012,2012,6,ug/m3 LC,40.73614,-73.82153
01/21/2012,2012,6.7,ug/m3 LC,40.73614,-73.82153
01/22/2012,2012,8,ug/m3 LC,40.73614,-73.82153
01/23/2012,2012,6.9,ug/m3 LC,40.73614,-73.82153
01/24/2012,2012,11.3,ug/m3 LC,40.73614,-73.82153
01/25/2012,2012,8.6,ug/m3 LC,40.73614,-73.82153
01/26/2012,2012,12.3,ug/m3 LC,40.73614,-73.82153
01/27/2012,2012,5.7,ug/m3 LC,40.73614,-73.82153
01/28/2012,2012,4.9,ug/m3 LC,40.73614,-73.82153
01/29/2012,2012,3.5,ug/m3 LC,40.73614,-73.82153
01/30/2012,2012,5.7,ug/m3 LC,40.73614,-73.82153
01/31/2012,2012,8.7,ug/m3 LC,40.73614,-73.82153
02/01/2012,2012,10.1,ug/m3 LC,40.73614,-73.82153
02/02/2012,2012,9,ug/m3 LC,40.73614,-73.82153
02/03/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
02/04/2012,2012,7.2,ug/m3 LC,40.73614,-73.82153
02/05/2012,2012,3.9,ug/m3 LC,40.73614,-73.82153
02/06/2012,2012,11.4,ug/m3 LC,40.73614,-73.82153
02/07/2012,2012,10.3,ug/m3 LC,40.73614,-73.82153
02/08/2012,2012,7.8,ug/m3 LC,40.73614,-73.82153
02/09/2012,2012,10.4,ug/m3 LC,40.73614,-73.82153
02/10/2012,2012,18.7,ug/m3 LC,40.73614,-73.82153
02/11/2012,2012,19.6,ug/m3 LC,40.73614,-73.82153
02/12/2012,2012,4.1,ug/m3 LC,40.73614,-73.82153
02/13/2012,2012,8.4,ug/m3 LC,40.73614,-73.82153
02/14/2012,2012,10.9,ug/m3 LC,40.73614,-73.82153
02/15/2012,2012,20,ug/m3 LC,40.73614,-73.82153
02/16/2012,2012,15.8,ug/m3 LC,40.73614,-73.82153
02/17/2012,2012,10.7,ug/m3 LC,40.73614,-73.82153
02/18/2012,2012,7.7,ug/m3 LC,40.73614,-73.82153
02/19/2012,2012,4.7,ug/m3 LC,40.73614,-73.82153
02/20/2012,2012,3.8,ug/m3 LC,40.73614,-73.82153
02/21/2012,2012,6.1,ug/m3 LC,40.73614,-73.82153
02/22/2012,2012,10.9,ug/m3 LC,40.73614,-73.82153
02/23/2012,2012,7.2,ug/m3 LC,40.73614,-73.82153
02/24/2012,2012,6.5,ug/m3 LC,40.73614,-73.82153
02/25/2012,2012,4,ug/m3 LC,40.73614,-73.82153
02/26/2012,2012,4,ug/m3 LC,40.73614,-73.82153
02/27/2012,2012,14.9,ug/m3 LC,40.73614,-73.82153
02/28/2012,2012,7.9,ug/m3 LC,40.73614,-73.82153
02/29/2012,2012,8.7,ug/m3 LC,40.73614,-73.82153
03/01/2012,2012,4.2,ug/m3 LC,40.73614,-73.82153
03/02/2012,2012,5.7,ug/m3 LC,40.73614,-73.82153
03/03/2012,2012,5.7,ug/m3 LC,40.73614,-73.82153
03/04/2012,2012,5.4,ug/m3 LC,40.73614,-73.82153
03/05/2012,2012,4.2,ug/m3 LC,40.73614,-73.82153
03/06/2012,2012,8,ug/m3 LC,40.73614,-73.82153
03/07/2012,2012,11.2,ug/m3 LC,40.73614,-73.82153
03/08/2012,2012,8.2,ug/m3 LC,40.73614,-73.82153
03/09/2012,2012,3.8,ug/m3 LC,40.73614,-73.82153
03/10/2012,2012,8.3,ug/m3 LC,40.73614,-73.82153
03/11/2012,2012,8.4,ug/m3 LC,40.73614,-73.82153
03/12/2012,2012,12.8,ug/m3 LC,40.73614,-73.82153
03/13/2012,2012,14.4,ug/m3 LC,40.73614,-73.82153
03/14/2012,2012,8.4,ug/m3 LC,40.73614,-73.82153
03/15/2012,2012,9.2,ug/m3 LC,40.73614,-73.82153
03/16/2012,2012,16.2,ug/m3 LC,40.73614,-73.82153
03/17/2012,2012,17.5,ug/m3 LC,40.73614,-73.82153
03/18/2012,2012,14.8,ug/m3 LC,40.73614,-73.82153
03/19/2012,2012,12.8,ug/m3 LC,40.73614,-73.82153
03/20/2012,2012,8,ug/m3 LC,40.73614,-73.82153
03/21/2012,2012,11.5,ug/m3 LC,40.73614,-73.82153
03/22/2012,2012,12.4,ug/m3 LC,40.73614,-73.82153
03/23/2012,2012,10.7,ug/m3 LC,40.73614,-73.82153
03/24/2012,2012,4.5,ug/m3 LC,40.73614,-73.82153
03/25/2012,2012,6.3,ug/m3 LC,40.73614,-73.82153
03/26/2012,2012,6.4,ug/m3 LC,40.73614,-73.82153
03/27/2012,2012,7.3,ug/m3 LC,40.73614,-73.82153
03/28/2012,2012,9.7,ug/m3 LC,40.73614,-73.82153
03/29/2012,2012,4.4,ug/m3 LC,40.73614,-73.82153
03/30/2012,2012,3.8,ug/m3 LC,40.73614,-73.82153
03/31/2012,2012,5.1,ug/m3 LC,40.73614,-73.82153
04/01/2012,2012,11.3,ug/m3 LC,40.73614,-73.82153
04/02/2012,2012,3.8,ug/m3 LC,40.73614,-73.82153
04/03/2012,2012,3.8,ug/m3 LC,40.73614,-73.82153
04/04/2012,2012,5,ug/m3 LC,40.73614,-73.82153
04/05/2012,2012,2.8,ug/m3 LC,40.73614,-73.82153
04/06/2012,2012,2.8,ug/m3 LC,40.73614,-73.82153
04/07/2012,2012,3.4,ug/m3 LC,40.73614,-73.82153
04/08/2012,2012,3.7,ug/m3 LC,40.73614,-73.82153
04/09/2012,2012,4.7,ug/m3 LC,40.73614,-73.82153
04/10/2012,2012,7.2,ug/m3 LC,40.73614,-73.82153
04/11/2012,2012,4.3,ug/m3 LC,40.73614,-73.82153
04/14/2012,2012,11.5,ug/m3 LC,40.73614,-73.82153
04/15/2012,2012,28.4,ug/m3 LC,40.73614,-73.82153
04/16/2012,2012,19.8,ug/m3 LC,40.73614,-73.82153
04/17/2012,2012,9.5,ug/m3 LC,40.73614,-73.82153
04/18/2012,2012,4.3,ug/m3 LC,40.73614,-73.82153
04/24/2012,2012,5.8,ug/m3 LC,40.73614,-73.82153
04/25/2012,2012,8.5,ug/m3 LC,40.73614,-73.82153
04/26/2012,2012,12.7,ug/m3 LC,40.73614,-73.82153
04/27/2012,2012,3.8,ug/m3 LC,40.73614,-73.82153
04/28/2012,2012,6.5,ug/m3 LC,40.73614,-73.82153
04/29/2012,2012,6.3,ug/m3 LC,40.73614,-73.82153
04/30/2012,2012,5.1,ug/m3 LC,40.73614,-73.82153
05/01/2012,2012,7,ug/m3 LC,40.73614,-73.82153
05/02/2012,2012,4.7,ug/m3 LC,40.73614,-73.82153
05/03/2012,2012,6.6,ug/m3 LC,40.73614,-73.82153
05/04/2012,2012,9.7,ug/m3 LC,40.73614,-73.82153
05/05/2012,2012,13,ug/m3 LC,40.73614,-73.82153
05/06/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
05/07/2012,2012,3.6,ug/m3 LC,40.73614,-73.82153
05/08/2012,2012,5.5,ug/m3 LC,40.73614,-73.82153
05/09/2012,2012,10.3,ug/m3 LC,40.73614,-73.82153
05/10/2012,2012,4.9,ug/m3 LC,40.73614,-73.82153
05/11/2012,2012,4.2,ug/m3 LC,40.73614,-73.82153
05/12/2012,2012,8.7,ug/m3 LC,40.73614,-73.82153
05/13/2012,2012,12.1,ug/m3 LC,40.73614,-73.82153
05/14/2012,2012,9.3,ug/m3 LC,40.73614,-73.82153
05/15/2012,2012,6.4,ug/m3 LC,40.73614,-73.82153
05/16/2012,2012,9.3,ug/m3 LC,40.73614,-73.82153
05/17/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
05/18/2012,2012,4.3,ug/m3 LC,40.73614,-73.82153
05/19/2012,2012,5.4,ug/m3 LC,40.73614,-73.82153
05/20/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
05/22/2012,2012,2.9,ug/m3 LC,40.73614,-73.82153
05/23/2012,2012,8,ug/m3 LC,40.73614,-73.82153
05/24/2012,2012,6.6,ug/m3 LC,40.73614,-73.82153
05/25/2012,2012,5.4,ug/m3 LC,40.73614,-73.82153
05/26/2012,2012,11.5,ug/m3 LC,40.73614,-73.82153
05/27/2012,2012,12.3,ug/m3 LC,40.73614,-73.82153
05/28/2012,2012,23.3,ug/m3 LC,40.73614,-73.82153
05/29/2012,2012,12,ug/m3 LC,40.73614,-73.82153
06/03/2012,2012,10,ug/m3 LC,40.73614,-73.82153
06/05/2012,2012,2.7,ug/m3 LC,40.73614,-73.82153
06/06/2012,2012,6.7,ug/m3 LC,40.73614,-73.82153
06/07/2012,2012,7.9,ug/m3 LC,40.73614,-73.82153
06/08/2012,2012,10.1,ug/m3 LC,40.73614,-73.82153
06/09/2012,2012,11.9,ug/m3 LC,40.73614,-73.82153
06/10/2012,2012,15.1,ug/m3 LC,40.73614,-73.82153
06/11/2012,2012,6.8,ug/m3 LC,40.73614,-73.82153
06/12/2012,2012,4.7,ug/m3 LC,40.73614,-73.82153
06/13/2012,2012,2.6,ug/m3 LC,40.73614,-73.82153
06/15/2012,2012,6.8,ug/m3 LC,40.73614,-73.82153
06/16/2012,2012,4.7,ug/m3 LC,40.73614,-73.82153
06/18/2012,2012,6.1,ug/m3 LC,40.73614,-73.82153
06/19/2012,2012,4.8,ug/m3 LC,40.73614,-73.82153
06/20/2012,2012,20,ug/m3 LC,40.73614,-73.82153
06/21/2012,2012,29.8,ug/m3 LC,40.73614,-73.82153
06/24/2012,2012,6.4,ug/m3 LC,40.73614,-73.82153
06/26/2012,2012,2.8,ug/m3 LC,40.73614,-73.82153
06/29/2012,2012,22.1,ug/m3 LC,40.73614,-73.82153
07/01/2012,2012,17.2,ug/m3 LC,40.73614,-73.82153
07/02/2012,2012,6.3,ug/m3 LC,40.73614,-73.82153
07/03/2012,2012,11.2,ug/m3 LC,40.73614,-73.82153
07/04/2012,2012,15.5,ug/m3 LC,40.73614,-73.82153
07/05/2012,2012,13,ug/m3 LC,40.73614,-73.82153
07/06/2012,2012,11.2,ug/m3 LC,40.73614,-73.82153
07/07/2012,2012,16.5,ug/m3 LC,40.73614,-73.82153
07/08/2012,2012,10.6,ug/m3 LC,40.73614,-73.82153
07/09/2012,2012,4.3,ug/m3 LC,40.73614,-73.82153
07/10/2012,2012,7.3,ug/m3 LC,40.73614,-73.82153
07/11/2012,2012,5.7,ug/m3 LC,40.73614,-73.82153
07/12/2012,2012,7.3,ug/m3 LC,40.73614,-73.82153
07/14/2012,2012,12.5,ug/m3 LC,40.73614,-73.82153
07/18/2012,2012,19.1,ug/m3 LC,40.73614,-73.82153
07/19/2012,2012,11.8,ug/m3 LC,40.73614,-73.82153
07/20/2012,2012,6.6,ug/m3 LC,40.73614,-73.82153
07/21/2012,2012,4.2,ug/m3 LC,40.73614,-73.82153
07/22/2012,2012,5,ug/m3 LC,40.73614,-73.82153
07/23/2012,2012,12,ug/m3 LC,40.73614,-73.82153
07/24/2012,2012,15.1,ug/m3 LC,40.73614,-73.82153
07/25/2012,2012,4.6,ug/m3 LC,40.73614,-73.82153
07/26/2012,2012,12.7,ug/m3 LC,40.73614,-73.82153
07/27/2012,2012,7.2,ug/m3 LC,40.73614,-73.82153
07/28/2012,2012,7.7,ug/m3 LC,40.73614,-73.82153
07/29/2012,2012,5.6,ug/m3 LC,40.73614,-73.82153
07/31/2012,2012,5.6,ug/m3 LC,40.73614,-73.82153
08/01/2012,2012,7.7,ug/m3 LC,40.73614,-73.82153
08/02/2012,2012,16.2,ug/m3 LC,40.73614,-73.82153
08/03/2012,2012,16.8,ug/m3 LC,40.73614,-73.82153
08/04/2012,2012,9.7,ug/m3 LC,40.73614,-73.82153
08/05/2012,2012,7.4,ug/m3 LC,40.73614,-73.82153
08/06/2012,2012,8.5,ug/m3 LC,40.73614,-73.82153
08/07/2012,2012,5.5,ug/m3 LC,40.73614,-73.82153
08/08/2012,2012,10.5,ug/m3 LC,40.73614,-73.82153
08/09/2012,2012,10.5,ug/m3 LC,40.73614,-73.82153
08/10/2012,2012,6.7,ug/m3 LC,40.73614,-73.82153
08/11/2012,2012,6.7,ug/m3 LC,40.73614,-73.82153
08/12/2012,2012,9.8,ug/m3 LC,40.73614,-73.82153
08/14/2012,2012,12.2,ug/m3 LC,40.73614,-73.82153
08/15/2012,2012,10,ug/m3 LC,40.73614,-73.82153
08/16/2012,2012,8.9,ug/m3 LC,40.73614,-73.82153
08/17/2012,2012,17.5,ug/m3 LC,40.73614,-73.82153
08/18/2012,2012,5.3,ug/m3 LC,40.73614,-73.82153
08/19/2012,2012,5.4,ug/m3 LC,40.73614,-73.82153
08/20/2012,2012,8.5,ug/m3 LC,40.73614,-73.82153
08/21/2012,2012,9.1,ug/m3 LC,40.73614,-73.82153
08/22/2012,2012,11.7,ug/m3 LC,40.73614,-73.82153
08/23/2012,2012,14.4,ug/m3 LC,40.73614,-73.82153
08/24/2012,2012,16.9,ug/m3 LC,40.73614,-73.82153
08/25/2012,2012,11,ug/m3 LC,40.73614,-73.82153
08/26/2012,2012,8,ug/m3 LC,40.73614,-73.82153
08/27/2012,2012,5.4,ug/m3 LC,40.73614,-73.82153
08/28/2012,2012,7.3,ug/m3 LC,40.73614,-73.82153
08/29/2012,2012,5.1,ug/m3 LC,40.73614,-73.82153
08/30/2012,2012,7,ug/m3 LC,40.73614,-73.82153
09/01/2012,2012,16.5,ug/m3 LC,40.73614,-73.82153
09/02/2012,2012,7.4,ug/m3 LC,40.73614,-73.82153
09/03/2012,2012,4.3,ug/m3 LC,40.73614,-73.82153
09/04/2012,2012,6.2,ug/m3 LC,40.73614,-73.82153
09/05/2012,2012,7.7,ug/m3 LC,40.73614,-73.82153
09/06/2012,2012,6,ug/m3 LC,40.73614,-73.82153
09/07/2012,2012,12.3,ug/m3 LC,40.73614,-73.82153
09/08/2012,2012,6.5,ug/m3 LC,40.73614,-73.82153
09/09/2012,2012,3.5,ug/m3 LC,40.73614,-73.82153
09/10/2012,2012,3.7,ug/m3 LC,40.73614,-73.82153
09/11/2012,2012,3.7,ug/m3 LC,40.73614,-73.82153
09/12/2012,2012,8.5,ug/m3 LC,40.73614,-73.82153
09/13/2012,2012,7.1,ug/m3 LC,40.73614,-73.82153
09/14/2012,2012,5.3,ug/m3 LC,40.73614,-73.82153
09/15/2012,2012,3.2,ug/m3 LC,40.73614,-73.82153
09/16/2012,2012,4.2,ug/m3 LC,40.73614,-73.82153
09/17/2012,2012,8.2,ug/m3 LC,40.73614,-73.82153
09/18/2012,2012,5.5,ug/m3 LC,40.73614,-73.82153
09/19/2012,2012,2.9,ug/m3 LC,40.73614,-73.82153
09/20/2012,2012,3.7,ug/m3 LC,40.73614,-73.82153
09/21/2012,2012,3.4,ug/m3 LC,40.73614,-73.82153
09/22/2012,2012,7.8,ug/m3 LC,40.73614,-73.82153
09/23/2012,2012,5.8,ug/m3 LC,40.73614,-73.82153
09/24/2012,2012,4.9,ug/m3 LC,40.73614,-73.82153
09/25/2012,2012,6.5,ug/m3 LC,40.73614,-73.82153
09/26/2012,2012,9.6,ug/m3 LC,40.73614,-73.82153
09/27/2012,2012,14.7,ug/m3 LC,40.73614,-73.82153
09/28/2012,2012,8.5,ug/m3 LC,40.73614,-73.82153
10/02/2012,2012,10.1,ug/m3 LC,40.73614,-73.82153
10/03/2012,2012,11.7,ug/m3 LC,40.73614,-73.82153
10/04/2012,2012,17.2,ug/m3 LC,40.73614,-73.82153
10/05/2012,2012,14,ug/m3 LC,40.73614,-73.82153
10/06/2012,2012,13,ug/m3 LC,40.73614,-73.82153
10/07/2012,2012,6.5,ug/m3 LC,40.73614,-73.82153
10/08/2012,2012,5.1,ug/m3 LC,40.73614,-73.82153
10/09/2012,2012,3.5,ug/m3 LC,40.73614,-73.82153
10/10/2012,2012,4.1,ug/m3 LC,40.73614,-73.82153
10/11/2012,2012,3.9,ug/m3 LC,40.73614,-73.82153
10/12/2012,2012,5,ug/m3 LC,40.73614,-73.82153
10/13/2012,2012,2.1,ug/m3 LC,40.73614,-73.82153
10/14/2012,2012,4.7,ug/m3 LC,40.73614,-73.82153
10/15/2012,2012,7.2,ug/m3 LC,40.73614,-73.82153
10/16/2012,2012,3,ug/m3 LC,40.73614,-73.82153
10/17/2012,2012,7.8,ug/m3 LC,40.73614,-73.82153
10/18/2012,2012,8.4,ug/m3 LC,40.73614,-73.82153
10/19/2012,2012,4.2,ug/m3 LC,40.73614,-73.82153
10/20/2012,2012,7,ug/m3 LC,40.73614,-73.82153
10/21/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
10/22/2012,2012,5.2,ug/m3 LC,40.73614,-73.82153
10/23/2012,2012,19.7,ug/m3 LC,40.73614,-73.82153
10/24/2012,2012,8,ug/m3 LC,40.73614,-73.82153
10/25/2012,2012,4.3,ug/m3 LC,40.73614,-73.82153
10/26/2012,2012,3.4,ug/m3 LC,40.73614,-73.82153
10/27/2012,2012,5.7,ug/m3 LC,40.73614,-73.82153
10/28/2012,2012,3.3,ug/m3 LC,40.73614,-73.82153
10/29/2012,2012,2.2,ug/m3 LC,40.73614,-73.82153
10/30/2012,2012,3.2,ug/m3 LC,40.73614,-73.82153
